,parl,id,date,speaker,text,token_count,topic_id,topic_name,topic_representation,topic_probability
10,bt,sp19_35,2017-12-12,Stephan Protschka,"Bloß nicht den brüchigen Frieden mit der profitmaximierenden FDP brechen! Dafür opfert man ja nicht nur die Kohlekraftwerke,",18,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
11,bt,sp19_45,2018-01-18,Norbert Kleinwächter,"Vom Bleigießen und von leistungsfähigen Staubsaugern verabschieden wir uns dank EU schon jetzt. Doch nun soll uns eine Klimaagenda noch viel mehr vorschreiben, als wir uns überhaupt vorstellen können. Mit Plastik will die EU nun ihre erste eigene Steuer bekommen.",40,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
12,bt,sp19_48,2018-01-18,Harald Weyel,"Die Harmonisierungszwangspolitiken in Bildung, Wissenschaft, Umwelt, Soziales usw. usf. kopieren doch nur Modetrends, die allesamt aus den USA kommen: Genderei und Klimahysterie, um nur die krassesten Auswüchse zu nennen.",29,5,5_entwicklungshilfe_vermögen_förderung_afrika,"['entwicklungshilfe', 'vermögen', 'förderung', 'afrika', 'forschungs', 'kolumbien', 'millionen eur', 'regierung', 'deutschland', 'klimaschutz']",0.98234274357064
13,bt,sp19_56,2018-01-18,Rainer Kraft,"Sehr geehrter Herr Präsident! Sehr geehrte Abgeordnete! Sehr geehrte Damen und Herren! Ich bin der Fraktion der Grünen sehr dankbar für die Anträge zum Klimaschutz. Diese Unfähigkeit beginnt bereits bei der einfachen Bedienung eines Taschenrechners. Da wird der volkswirtschaftliche Schaden, der in Deutschland durch die sogenannte Klimakrise über einen Zeitraum von 44 Jahren verursacht wurde, auf 90 Milliarden Euro beziffert. Gleichzeitig hat die im rot-schwarz-grünen Katechismus fest verankerte Energiewende in einem Drittel dieser Zeit mehr als 500 Milliarden Euro verschlungen. Das ist mehr als das Fünfzehnfache der genannten Schadenssumme. Wer aber 15 Euro ausgibt, um einen zu sparen, ist ein Narr. Außerdem bezeichnen Sie in Ihrem Antragstext ein Nichthandeln beim Klimaschutz – ich zitiere – als „ein Hindernis für die Wettbewerbsfähigkeit Deutschlands“. Das Gegenteil ist der Fall, meine Damen und Herren.",133,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
14,bt,sp19_56,2018-01-18,Rainer Kraft,"Die Kosten dieser Energiewende verteuern unsere Produktion und hängen unserer Wettbewerbsfähigkeit wie ein Mühlstein um den Hals. Gleichzeitig erlauben es die internationalen Verträge, auf die Sie so stolz sind, den Schwellenländern, bis 2030 ihre CO 2 -Emissionen so weit zu erhöhen, wie es für deren Wirtschaft nötig ist. Die Resultate konnten wir schon oft sehen. Thyssenkrupp wird an Tata Steel angehängt, und die Augsburger KUKA, ein Hersteller von Spitzentechnologie im Bereich der Robotik, wird vom chinesischen Investor Midea geschluckt. Aber das ist gar nicht Ihr Ziel. Sie wollen die Gesellschaft in unserem Land transformieren. Ihr Ziel ist eine öko-sozialistische Planwirtschaft, und der sogenannte Klimaschutz ist Ihr Werkzeug. Das Wort Transformation erscheint über vierzigmal im Klimaschutzplan 2050, mit dem sich dieses Parlament in 2016 noch nicht einmal hat beschäftigen dürfen.",129,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
15,bt,sp19_56,2018-01-18,Rainer Kraft,"Das ist eine Giftpille, die uns diese – immer noch geschäftsführende – Regierung hinterlassen hat, eine Regierung im Übrigen, der Sie in Ihrem Antrag prophezeien, dass sie, falls sie die 2020-Klimaziele verfehlen werde, in ihrer Glaubwürdigkeit großen Schaden nähme. Als ob das noch möglich wäre! Aber Sie nehmen es mit den Klimazielen selbst gar nicht so ernst. Das „Nachtsprungkonzept“, das die nächtliche Verlagerung von Lkws auf die Schiene vorsieht, liegt auf Betreiben der Automobillobby seit 20 Jahren in rot-schwarz-grünen Schubladen. Des Weiteren fördern Sie die Massenmigration nach Europa, obwohl der CO 2 -Abdruck eines Mitteleuropäers zehnmal so groß ist wie der eines Menschen in Afrika. Das heißt, 1 Million Menschen, die Sie zu uns holen, erzeugen zehnmal so viel CO 2 wie in Afrika. Die Ablehnung der Kernenergie offenbart noch mehr Erstaunliches.",134,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
16,bt,sp19_56,2018-01-18,Rainer Kraft,"Durch die Abschaltung der deutschen Kernkraftwerke und den Ersatz durch Kohleverstromung nehmen Sie eine exorbitante zusätzliche Freisetzung von CO 2 in Kauf. Sie haben also vor der – jetzt zitiere ich noch einmal – „gefährlichen und unkontrollierbaren Klimakatastrophe“ weniger Angst als vor einem einzigen deutschen Kernkraftwerk. Das, meine Damen und Herren, hat nichts mit seriöser oder gar wissenschaftlich fundierter Politik zu tun. Das ist ökopopulistisches Voodoo und dieses Hauses nicht würdig. Nein, liebe Kollegen, Ihre Klimaziele haben keine wissenschaftlich fundierte Basis und sind rein politisch motivierter Ablasshandel: Bezahl heute, vielleicht erhältst du etwas in der Zukunft.",98,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
17,bt,sp19_62,2018-01-18,Steffen Kotré,"Sehr geehrter Herr Kollege, ich habe zwei Fragen. Meine erste Frage: Ist Ihnen bekannt, dass es allein aus 2017 400 Studien gibt, die keinen expliziten Zusammenhang zwischen der gestiegenen CO 2 -Konzentration in der Luft und der Erderwärmung herstellen?",39,2,2_klimawandel_klima_klimawandels_wissenschaftler,"['klimawandel', 'klima', 'klimawandels', 'wissenschaftler', 'menschengemacht', 'erwärmung', 'hypothese', 'natürlich', 'millionen jahren', 'klimakatastrophe']",0.6543678113990737
18,bt,sp19_63,2018-01-18,Steffen Kotré,"Meine zweite Frage: Wie soll eine Energiewende stattfinden, wenn die Grundlagen fehlen, zum Beispiel eine ökonomisch sinnvolle Speichertechnologie?",18,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",1.0
19,bt,sp19_80,2018-01-31,Rainer Kraft,"Vielen Dank, Frau Präsidentin. – Frau Ministerin Zypries, gemäß den Energy Charts des Fraunhofer-Instituts war es in 2017 genau wie in 2016 und 2015 und allen anderen Jahren davor bis zur Erfindung der Dampfmaschine so, dass in Deutschland mehr Strom aus Kohleverstromung erzeugt worden ist als aus den sogenannten Erneuerbaren, also Solar, Wind, Wasser und Bio, zusammen. Vor diesem Hintergrund und angesichts der Fakten, dass wir eine bevorzugte Einspeisung von Strom aus erneuerbaren Energien gemäß dem Erneuerbare-Energien-Gesetz haben, dass wir eine Verpflichtung der Netzbetreiber zur Abnahme von Strom aus erneuerbaren Quellen haben und dass die Stromverbraucher derzeit mit 25 bis 27 Milliarden Euro pro Jahr an Umlagen belastet werden, lautet meine Frage: Wie steht Ihr Ministerium zu einem kurzfristigen Ausstieg aus der Kohleverstromung?",123,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",1.0
20,bt,sp19_80,2018-01-31,Rainer Kraft,Zusatzfrage – wenn wir mittel- bis langfristig denken –: Wie kann die grundlastfähige Kohleverstromung überhaupt durch irgendetwas anderes ersetzt werden als durch ebenfalls grundlastfähige Gas- bzw. sogar Kernkraftwerke?,28,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",0.992428420732264
21,bt,sp19_84,2018-02-01,Johannes Huber,"Stattdessen brauchen wir in Deutschland endlich wieder ein gesellschaftliches Klima, um die demografische Krise mit einem natürlichen Verständnis und einer aktivierenden Bevölkerungspolitik in den Griff zu bekommen.",27,1,1_euro_deutschland_milliarden euro_politik,"['euro', 'deutschland', 'milliarden euro', 'politik', 'inflation', 'bürger', 'deutschen', 'deutsche', 'regierung', 'frau präsidentin']",1.0
22,bt,sp19_102,2018-02-22,Dirk Spaniel,"Vielen Dank, Frau Präsidentin. – Sehr geehrte Damen und Herren! Wie heißt in Deutschland das goldene Kalb des 21. Jahrhunderts? – Klimaschutz. Wenn dieses Wort fällt, setzt jede rationale Diskussion in diesem Haus aus. Ausgehend von 1990 wollen wir den CO 2 -Ausstoß bis 2020 um 40 Prozent reduzieren. Deutschlands Anteil an den weltweiten CO 2 -Emissionen beträgt circa 2 Prozent. Mit unseren Einsparzielen können wir also circa 1 Prozent des weltweiten CO 2 -Ausstoßes beeinflussen. Selbst unter der Annahme, dass CO 2 -Emissionen tatsächlich einen Einfluss auf das Weltklima hätten, Nehmen wir einmal an, alle Bereiche außer Verkehr erfüllen die Zielvorgabe. Was bedeutet das für die Stromerzeugung? Die Summe aus Stromerzeugung und Verkehr betrug 2015 circa 500 Megatonnen CO 2 . Von unserem Einsparziel waren wir circa 90 Megatonnen CO 2 entfernt. In den letzten zwei Jahren hat man circa 9 Terawattstunden auf erneuerbare Energiequellen übertragen.",146,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",0.6896222751330343
23,bt,sp19_102,2018-02-22,Dirk Spaniel,"Da fehlen aber noch 81 Terawattstunden. 2019 schalten wir, weil wir genug Reserven haben und es uns leisten können, noch ein CO 2 -neutrales Kernkraftwerk ab. Bis 2020 müsste ein Viertel der Kraftwerkskapazität der Öl-, Kohle- und Gaskraftwerke durch erneuerbare Energien ersetzt werden. Die Energiewende ist ein schönes Märchen. Es gibt keinen Plan zur Realisierung. Für das Parlament eines modernen Industriestaats ist die permanente Vortäuschung der Machbarkeit des Energiewendemärchens ein absolutes Armutszeugnis.",72,0,0_deutschland_co2_energiewende_kernenergie,"['deutschland', 'co2', 'energiewende', 'kernenergie', 'gas', 'kernkraftwerke', 'kohlekraftwerke', 'emissionen', 'grüne', 'gigawatt']",1.0
24,bt,sp19_103,2018-02-22,Dirk Spaniel,"Die AfD-Fraktion lehnt die scheinheilige Proklamation der angestrebten Klimaziele für 2020 ab, –",13,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
25,bt,sp19_121,2018-02-23,Martin Reichardt,"„Wir haben die Erde von unseren Kindern nur geborgt.“ Dieser Satz, ein indianisches Sprichwort, prangte 1983 auf den Wahlplakaten der Grünen und wirkt heute als Parole immer noch in weite Teile der Politik. Alle Regierungen der letzten Jahre haben sich mit viel Steuergeld und großem propagandistischen Getöse um die vermeintlich geborgte Erde gekümmert. Eine Energiewende, Klimaschutz, Mülltrennung, Refugees Welcome – alles das sind die Weltrettungsprojekte, mit denen Sie in den letzten Jahren den Deutschen Bundestag und das Volk beglückt haben. Meine Damen und Herren, Deutschland ist nicht, wie uns die Öko-Ablasshändler von den Grünen weismachen wollen, von einer Klimakatastrophe bedroht. Deutschland ist bedroht von einer demografischen Katastrophe, und gegen die muss diese Regierung endlich vorgehen. Tatsächlich ist diese Entwicklung eine demografische Katastrophe, eine Katastrophe, die, anders als die Klimakatastrophe, heute bereits im Lande fühlbar ist.",137,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
26,bt,sp19_127,2018-03-01,Nicole Höchst,"Meine Damen und Herren, die Politik der letzten Jahre, nein Jahrzehnte – so muss man fast schon sagen – zeichnet sich durch primär frauenfeindliche Errungenschaften aus wie zum Beispiel exorbitant hohe Preise für Wohnraum, eine unbezahlbare Energiewende, den rasanten Anstieg der Lebenshaltungskosten und die drohende Altersarmut gerade von Frauen. Ohnehin zwingen Kinder als Armutsrisiko Frauen schon lange in die Lohnarbeit.",60,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
27,bt,sp19_155,2018-03-21,Dietmar Friedhoff,"Die Industrienationen werden also munter weiterproduzieren und werden somit eine neue Migration erschaffen, auf die wir vorbereitet werden: die Klimaflüchtlinge.",20,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
28,bt,sp19_173,2018-03-22,Martin Reichardt,"Seit 2015 befassen sich im Deutschen Bundestag 663 Drucksachen mit der Gleichstellung, 528 mit dem Klimawandel und ganze 55 mit Kinderarmut. Sie alle, meine Damen und Herren außerhalb der AfD, lassen die Kinder in Deutschland in Armut verkommen und beschäftigen sich lieber mit ideologischem Firlefanz. Verschonen Sie uns daher bitte in Zukunft mit Ihrer Klimahetze, mit Ihrem Gleichstellungswahn und Ihren Weltenrettungsfantasien! Schützen Sie unsere Kinder und Familien vor Armut! Das ist Ihre vornehmste Pflicht.",74,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
29,bt,sp19_175,2018-03-22,Nicole Höchst,"Frau Merkel, Bologna ist in Ihrer Regierungszeit bereits zweimal mit lautem Pressegetöse gescheitert. Was unternehmen Sie? – Mehr Niveaulimbo, mehr Kontrolle, mehr Gleichschaltung, Vereinheitlichung und weniger Freiheit, mehr Ideologie. Ich nenne Ihnen dazu einmal eine Hausnummer: Wir geben laut dem „Bericht der Bundesregierung zur internationalen Kooperation in Bildung, Wissenschaft und Forschung 2014–2016“ etwa 92 Millionen Euro für den Bereich Klima, Umwelt und Nachhaltigkeit aus.",66,1,1_euro_deutschland_milliarden euro_politik,"['euro', 'deutschland', 'milliarden euro', 'politik', 'inflation', 'bürger', 'deutschen', 'deutsche', 'regierung', 'frau präsidentin']",0.7980936623995709
30,bt,sp19_183,2018-03-23,Karsten Hilse,"Herr Präsident! Werte Kollegen! Werte Zuschauer auf den Tribünen, vor allem die Patrioten von Pegida Dresden – herzlich willkommen im Deutschen Bundestag! Deutschland hat Riesenprobleme. Sie wurden alle von den schon länger hier Sitzenden herbeigeführt. Das sind zuvorderst die Migrationskrise, die Euro-Krise, aber auch eine nur in der Fantasie grüner Ideologen existierende Scheinkrise. Ich spreche vom Klimawandel, Das Klima – ein rein statistischer Rechenwert aus lokalen Wetterdaten, über mindestens 30 Jahre gemittelt – soll so sehr in Gefahr sein, dass es geschützt werden muss. Wer das will und noch logisch und nicht ideologisch denken kann, müsste dann doch zunächst damit anfangen, das Wetter zu schützen – ein absurder Gedanke. Und natürlich soll der Mensch wegen seiner CO 2 -Emissionen an dieser bevorstehenden Apokalypse schuld sein.",125,1,1_euro_deutschland_milliarden euro_politik,"['euro', 'deutschland', 'milliarden euro', 'politik', 'inflation', 'bürger', 'deutschen', 'deutsche', 'regierung', 'frau präsidentin']",1.0
31,bt,sp19_183,2018-03-23,Karsten Hilse,"Das behauptet jedenfalls unsere Klimakanzlerin, unterstützt von mit viel Steuergeld gefütterten Forschungsinstitutionen, die immer genau das liefern, was die Geldgeber von ihnen verlangen. auch nicht in einem der bislang veröffentlichten ­IPCC-Berichte. Alles, was in den letzten 30 Jahren „bewiesen“ wurde, kommt aus Computermodellen, doch die versagen schon bei der Berechnung der Klimavergangenheit dramatisch, und bei der schon eingetretenen Zukunft – es gibt sie ja nun schon seit 30 Jahren – ebenso.",73,2,2_klimawandel_klima_klimawandels_wissenschaftler,"['klimawandel', 'klima', 'klimawandels', 'wissenschaftler', 'menschengemacht', 'erwärmung', 'hypothese', 'natürlich', 'millionen jahren', 'klimakatastrophe']",0.9799069269094928
32,bt,sp19_184,2018-03-23,Karsten Hilse,"Nur als Anmerkung: Nur 0,3 Prozent – also keine 97 Prozent – der circa 12 000 Studien, die zu dieser Aussage führten, enthielten den expliziten Hinweis, dass die Erwärmung menschengemacht ist. 0,3 Prozent und nicht 97 Prozent!",37,2,2_klimawandel_klima_klimawandels_wissenschaftler,"['klimawandel', 'klima', 'klimawandels', 'wissenschaftler', 'menschengemacht', 'erwärmung', 'hypothese', 'natürlich', 'millionen jahren', 'klimakatastrophe']",1.0
33,bt,sp19_185,2018-03-23,Karsten Hilse,"Aber natürlich, Entschuldigung. – Trotzdem beschließt diese Regierung – unterstützt von allen Kartellparteien dieses Hauses –, den Klimaschutzplan 2050 weiterhin als Staatsdoktrin so rasch wie möglich umzusetzen. Dazu dient die sogenannte Dekarbonisierung, das heißt der völlige Verzicht auf die Nutzung fossiler Brennstoffe, die unseren Wohlstand begründen, sichern und erhalten. Der Weg dahin soll die große Transformation sein. „Transformation“ kommt im Klimaschutzplan 2050 über 40-mal vor. Die AfD sagt hier und heute der Irrlehre vom menschengemachten Klimawandel den Kampf an. Wir wollen den Ausstieg aus allen diesbezüglichen nationalen und internationalen Verträgen und Gremien. Wir wollen den Stopp der Finanzierung von Pseudowissenschaft.",102,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
34,bt,sp19_185,2018-03-23,Karsten Hilse,"Die AfD sagt damit auch der Energiewende den Kampf an und fordert die sofortige Aufhebung des EEG, der Energieeinsparverordnung und anderer Knebelungs- und sozialistischer Umverteilungsgesetze, die den Verbraucher schon mehrere Hundert Milliarden Euro gekostet haben.",35,-1,-1_euro_energiewende_co2_deutschland,"['euro', 'energiewende', 'co2', 'deutschland', 'milliarden euro', 'bürger', 'bundesregierung', 'politik', 'präsidentin', 'klima']",0.0
